source_id,ra,dec,g_mag,parallax_true_mas,parallax_obs_mas,parallax_sigma_mas,pm_sigma_mas,house,dataset,z
J143201+170145,218.00594664598998,17.029067722299523,20.297412872314453,0.05,0.2900895840638389,0.5917152950012425,0.34319487110072067,Lambda,SDSS,0.39776840806007385
J021902-042538,34.756710462886694,-4.427349060660169,22.24095916748047,0.05,-5.042109481288289,3.2859107368967355,1.9058282274001064,Sigma,SDSS,2.2537453174591064
J000000+000000,0.0,0.0,15.952331997279543,1.0,0.9424905748163933,0.03462104362131619,0.020080205300363387,Aleph,SDSS,
J013347+043829,23.447519874836644,4.641502785037496,22.278575897216797,0.05,-4.033580432715666,3.3998532014627365,1.9719148568483873,Aleph,SDSS,0.7242019772529602
J153222+380540,233.09300610844548,38.09430954006416,21.710542678833008,0.05,-2.9848849776072934,2.0366817951060643,1.1812754411615172,Lambda,SDSS,1.1394041776657104
J102351+491139,155.96090681092215,49.19429049896017,19.132274627685547,0.05,-0.13536709905084054,0.2328899906517243,0.1350761945780001,Mu,SDSS,0.1379212588071823
J000000+000000,0.0,0.0,15.931050374580082,1.0,1.0556920159334389,0.03426274240637479,0.01987239059569737,Aleph,SDSS,
J003046-003341,7.690121849649017,-0.5614134713228863,22.787134170532227,0.05,-4.1065613389016455,5.398789237687529,3.1312977578587664,Aleph,SDSS,0.7337935566902161
J000000+000000,0.0,0.0,15.789697641856037,1.0,0.9987177279421171,0.03198979715081351,0.01855408234747183,Aleph,SDSS,
J000000+000000,0.0,0.0,14.636241511558183,1.0,1.0087537251785688,0.018763926359140325,0.010883077288301386,Aleph,SDSS,
J113149+033532,172.95604378431906,3.5923313221389397,21.492216110229492,0.05,-0.37946802937322055,1.6753577781518851,0.9717075113280933,Mu,SDSS,0.5882230401039124
J001646+223531,4.191990766542574,22.591857612954346,21.137279510498047,0.05,0.3240099579896345,1.2228618381347816,0.7092598661181733,Aleph,SDSS,0.4814802408218384
J084953+561409,132.46970102047476,56.23578562436418,21.271747589111328,0.05,-0.10821010295933974,1.3771749499053538,0.7987614709451051,Phi,SDSS,0.626121461391449
J000000+000000,0.0,0.0,19.52355990651995,1.0,0.7297760869243799,0.31453842145778776,0.1824322844455169,Aleph,SDSS,
J225017+120511,342.57118621738204,12.086378731906066,21.893014907836914,0.05,-3.67301298546116,2.399650609532099,1.3917973535286172,Zeta,SDSS,0.6799286007881165
J141727+521857,214.36049391963206,52.31569860158891,21.510751724243164,0.05,-1.5006940958990465,1.70329285016784,0.9879098530973472,Lambda,SDSS,2.1673648357391357
J002801+251611,7.00615569775772,25.26975819062126,20.470111846923828,0.05,-0.17923167286656977,0.6850741319024327,0.39734299650341093,Aleph,SDSS,0.3754623830318451
J000000+000000,0.0,0.0,16.899372436500926,1.0,1.1022265257419201,0.05621545664870043,0.03260496485624625,Aleph,SDSS,
J000000+000000,0.0,0.0,13.238943526739604,1.0,1.0062640659257638,0.010570563369253104,0.006130926754166799,Aleph,SDSS,
J134312+460059,205.80052117086183,46.016332348316624,20.948144912719727,0.05,1.2116983198480376,1.035693877978445,0.600702449227498,C_plit,SDSS,0.4739920198917389
J130146+203859,195.44345538962978,20.649733557975583,20.714426040649414,0.05,0.5816776466628567,0.8451040387028766,0.49016034244766843,C_plit,SDSS,2.5348758697509766
J085404+534905,133.51707624248814,53.81804871508573,19.332435607910156,0.05,-0.0777991980214371,0.2711048379558643,0.15724080601440127,Phi,SDSS,0.2592830955982208
J133812+175904,204.54988684022803,17.984367676652546,21.613941192626953,0.6941768485274958,-1.3358546024018771,1.867827781716102,1.083340113395339,C_plit,SDSS,-0.0004405551007948816
J000000+000000,0.0,0.0,12.099091209034668,1.0,0.9990113537547335,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J013757-054621,24.4888880161177,-5.7724533340641075,22.329076766967773,0.05,-0.25296868273522777,3.559162067687044,2.0643139992584856,Aleph,SDSS,0.7584168314933777
J000000+000000,0.0,0.0,13.634613648988307,1.0,1.0073756130413754,0.012305080474521505,0.0071369466752224725,Aleph,SDSS,
J000000+000000,0.0,0.0,17.370953357196413,1.0,1.0507791432700233,0.07303717976500755,0.042361564263704375,Aleph,SDSS,
J000000+000000,0.0,0.0,14.023833898536395,1.0,1.0014239052288039,0.014417471026809368,0.008362133195549433,Aleph,SDSS,
J123648+561116,189.20069726071864,56.18782141103196,22.68765640258789,0.05,-11.255046678124637,4.9308619315562465,2.859899920302623,C_plit,SDSS,0.8040637373924255
J000710+221103,1.7911902000000168,22.184217,18.27916627295781,0.05,0.08919373066376465,0.12763612965726878,0.0740289552012159,Aleph,SDSS,0.9596186280250549
J000000+000000,0.0,0.0,19.139746110711712,1.0,0.7295042516489466,0.23419809359610494,0.13583489428574086,Aleph,SDSS,
J000000+000000,0.0,0.0,19.39511104283156,1.0,0.4578985503854295,0.2845382809515549,0.16503220295190182,Aleph,SDSS,
J000000+000000,0.0,0.0,12.346142845868599,1.0,1.007218302929479,0.009694994817383822,0.005623096994082617,Aleph,SDSS,
J212450-010547,321.20980366782345,-1.0964796379619708,21.73139762878418,0.05,2.959504477585123,2.075147574223252,1.203585593049486,Omega,SDSS,0.7674001455307007
J110426+194701,166.11019420702175,19.783742491911685,21.992351531982422,0.05,-1.6292224231050876,2.624429044194889,1.5221688456330358,Mu,SDSS,2.738337993621826
J133454+375534,203.72399424418555,37.926079207703694,19.692983627319336,0.05,-0.09859594213947791,0.35979330404941984,0.20868011634866349,C_plit,SDSS,0.30851298570632935
J235514+002445,358.80866125127125,0.41250096892682453,21.95714569091797,0.05,-1.3890986877904192,2.542403722799235,1.474594159223556,Zeta,SDSS,0.5637521743774414
J094043+445916,145.1792749766665,44.987647406221996,21.252065658569336,0.7840011543680737,1.3470651164161331,1.3533791608310675,0.7849599132820191,Phi,SDSS,-0.0002755083260126412
J113712+411228,174.30039255328148,41.20780278919407,20.835344314575195,0.05,-0.25585662251877245,0.9386015314483911,0.5443888882400669,Mu,SDSS,0.5222455859184265
J000000+000000,0.0,0.0,14.097546257427894,1.0,0.9731407938117499,0.014869394025718302,0.008624248534916614,Aleph,SDSS,
J234915-014323,357.31349210421104,-1.7229364164499412,22.220624923706055,0.9700344074696617,0.9565858118957972,3.2259412766366626,1.8710459404492643,Zeta,SDSS,3.0891267670085654e-05
J000000+000000,0.0,0.0,14.701385564840166,1.0,1.0124037899857827,0.01931409918814746,0.011202177529125527,Aleph,SDSS,
